Author
Changgeng Zhao
Shuai Mu
Michael Walfish
Joshua Fried
Zhenyuan Ruan
Amy Ousterhout
Adam Belay
Manuel Rigger
Zhendong Su
Mingzhe Hao
Levent Toksoz
Nanqinqin Li
Edward Edberg Halim
Henry Hoffmann
Haryadi S. Gunawi
Deepak Narayanan
Keshav Santhanam
Fiodar Kazhamiaka
Amar Phanishayee
Matei Zaharia
Emma Dauterman
Henry Corrigan-Gibbs
David Mazières
Yigong Hu
Gongqi Huang
Peng Huang
Luo Mai
Guo Li
Marcel Wagenländer
Konstantinos Fertakis
Andrei-Octavian Brabete
Peter Pietzuch
Supun Nakandala
Karla Saur
Gyeong-In Yu
Konstantinos Karanasos
Carlo Curino
Markus Weimer
Matteo Interlandi
Haoran Qiu
Subho S. Banerjee
Saurabh Jha
Zbigniew T. Kalbarczyk
Ravishankar K. Iyer
Kevin Boos
Namitha Liyanage
Ramla Ijaz
Lin Zhong
Jialin Li
Jacob Nelson
Ellis Michael
Xin Jin
Dan R. K. Ports
Zhipeng Zhao
Hugo Sadok
Nirav Atre
James C. Hoe
Vyas Sekar
Justine Sherry
Saurabh Kadekodi
Francisco Maturana
Suhas Jayaram Subramanya
Juncheng Yang
K. V. Rashmi
Gregory R. Ganger
AIFM: High-Performance
Application-Integrated Far Memory
Zhenyuan Ruan
Malte Schwarzkopf
Marcos K. Aguilera
Adam Belay
Xudong Sun
Runxiang Cheng
Jianyan Chen
Elaine Ang
Owolabi Legunsen
Tianyin Xu
Sebastien Levy
Randolph Yao
Youjiang Wu
Yingnong Dang
Peng Huang
Zheng Mu
Pu Zhao
Tarun Ramani
Naga Govindaraju
Xukun Li
Qingwei Lin
Gil Lapid Shafriri
Murali Chintalapati
Xingda Wei
Rong Chen
Haibo Chen
Vikram Narayanan
Tianjiao Huang
David Detweiler
Dan Appel
Zhaofeng Li
Gerd Zellweger
Anton Burtsev
Yuliang Li
Gautam Kumar
Hema Hariharan
Hassan Wassel
Peter Hochschild
Dave Platt
Simon Sabato
Minlan Yu
Nandita Dukkipati
Prashant Chandra
Amin Vahdat
Yimin Jiang
Yibo Zhu
Chang Lan
Bairen Yi
Yong Cui
Chuanxiong Guo
Partho Sarthi
Kaushik Rajan
Akash Lal
Abhishek Modi
Prakhar Jain
Mo Liu
Ashit Gosalia
Saurabh Kalikar
Benjamin Berg
Daniel S. Berger
Sara McAllister
Isaac Grosof
Sathya Gunasekar
Jimmy Lu
Michael Uhlar
Jim Carrig
Nathan Beckmann
Mor Harchol-Balter
Gregory R. Ganger
Pradeep Ambati
Íñigo Goiri
Felipe Frujeri
Alper Gun
Ke Wang
Brian Dolan
Brian Corell
Sekhar Pasupuleti
Thomas Moscibroda
Sameh Elnikety
Marcus Fontoura
Ricardo Bianchini
Travis Hance
Andrea Lattuada
Chris Hawblitzel
Jon Howell
Rob Johnson
Bryan Parno
Ori Hadary
Luke Marshall
Ishai Menache
Abhisek Pan
Esaias E Greeff
David Dion
Star Dorminey
Shailesh Joshi
Yang Chen
Mark Russinovich
Thomas Moscibroda
Lalith Suresh
João Loff
Faria Kalim
Sangeetha Abdu Jyothi
Nina Narodytska
Leonid Ryzhyk
Sahan Gamage
Brian Oki
Pranshu Jain
Michael Gasch
Chenxi Wang
Haoran Ma
Shi Liu
Yuanqi Li
Zhenyuan Ruan
Khanh Nguyen
Michael D. Bond
Ravi Netravali
Miryung Kim
Guoqing Harry Xu
Mahesh Balakrishnan
Jason Flinn
Chen Shen
Mihir Dharamshi
Ahmed Jafri
Xiao Shi
Santosh Ghosh
Hazem Hassan
Aaryaman Sagar
Rhed Shi
Jingming Liu
Filip Gruszczynski
Xianan Zhang
Huy Hoang
Ahmed Yossef
Francois Richard
Yee Jiun Song
Thomas E. Anderson
Marco Canini
Jongyul Kim
Dejan Kostić
Youngjin Kwon
Simon Peter
Waleed Reda
Henry N. Schuh
Emmett Witchel
Arpan Gujarati
Reza Karimi
Safya Alzayat
Wei Hao
Antoine Kaufmann
Ymir Vigfusson
Jonathan Mace
Zhihao Bai
Zhen Zhang
Yibo Zhu
Xin Jin
Hang Zhu
Kostis Kaffes
Zixu Chen
Zhenming Liu
Christos Kozyrakis
Ion Stoica
Xin Jin
Andrew Chung
Subru Krishnan
Konstantinos Karanasos
Carlo Curino
Gregory R. Ganger
Thunderbolt: Throughput-Optimized
Quality-of-Service-Aware Power Capping at Scale
Shaohong Li
Xi Wang
Xiao Zhang
Vasileios Kontorinis
Sreekumar Kodakara
David Lo
Parthasarathy Ranganathan
Marcos K. Aguilera
Naama Ben-David
Rachid Guerraoui
Virendra J. Marathe
Athanasios Xygkis
Igor Zablotchi
Xiao Shi
Scott Pruett
Kevin Doherty
Jinyu Han
Dmitri Petrov
Jim Carrig
John Hugg
Nathan Bronson
Baptiste Lepers
Oana Balmau
Karan Gupta
Willy Zwaenepoel
Quanlu Zhang
Zhenhua Han
Fan Yang
Yuge Zhang
Zhe Liu
Mao Yang
Lidong Zhou
Emma Dauterman
Eric Feng
Ellen Luo
Raluca Ada Popa
Ion Stoica
Ian Neal
Ben Reeves
Ben Stoler
Andrew Quinn
Youngjin Kwon
Simon Peter
Baris Kasikci
Yun-Sheng Chang
Yao Hsiao
Tzu-Chi Lin
Che-Wei Tsao
Chun-Feng Wu
Yuan-Hao Chang
Hsiang-Shang Ko
Yu-Fang Chen
FVM: FPGA-assisted Virtual Device Emulation for Fast
Scalable
and Flexible Storage Virtualization
Dongup Kwon
Junehyuk Boo
Dongryeong Kim
Jangwoo Kim
Lingxiao Ma
Zhiqiang Xie
Zhi Yang
Jilong Xue
Youshan Miao
Wei Cui
Wenxiang Hu
Fan Yang
Lintao Zhang
Lidong Zhou
Florian Rommel
Christian Dietrich
Birte Friesel
Marcel Köppen
Christoph Borchert
Michael Müller
Olaf Spinczyk
Daniel Lohmann
Marco Spaziani Brunella
Giacomo Belocchi
Marco Bonola
Salvatore Pontarelli
Giuseppe Siracusano
Giuseppe Bianchi
Aniello Cammarano
Alessandro Palumbo
Luca Petrucci
Roberto Bifulco
Chunqiang Tang
Kenny Yu
Kaushik Veeraraghavan
Jonathan Kaldor
Scott Michelson
Thawan Kooburat
Aravind Anbudurai
Matthew Clark
Kabir Gogia
Long Cheng
Ben Christensen
Alex Gartrell
Maxim Khutornenko
Sachin Kulkarni
Marcin Pawlowski
Tuomas Pelkonen
Andre Rodrigues
Rounak Tibrewal
Vaishnavi Venkatesan
Peter Zhang
Lianmin Zheng
Chengfan Jia
Minmin Sun
Zhao Wu
Cody Hao Yu
Ameer Haj-Ali
Yida Wang
Jun Yang
Danyang Zhuo
Koushik Sen
Joseph E. Gonzalez
Ion Stoica
Hanyu Zhao
Zhenhua Han
Zhi Yang
Quanlu Zhang
Fan Yang
Lidong Zhou
Mao Yang
Francis C.M. Lau
Yuqi Wang
Yifan Xiong
Bin Wang
LegoOS: A Disseminated
Distributed OS for Hardware Resource Disaggregation
Yizhou Shan
Yutong Huang
Yilun Chen
Yiying Zhang
Peng Huang
Chuanxiong Guo
Jacob R. Lorch
Lidong Zhou
Yingnong Dang
Philipp Moritz
Robert Nishihara
Stephanie Wang
Alexey Tumanov
Richard Liaw
Eric Liang
Melih Elibol
Zongheng Yang
William Paul
Michael I. Jordan
Ion Stoica
Ranjita Bhagwan
Rahul Kumar
Chandra Sekhar Maddila
Adithya Abraham Philip
David Lazar
Yossi Gilad
Nickolai Zeldovich
Fang Zhou
Yifan Gan
Sixiang Ma
Yang Wang
Natacha Crooks
Matthew Burke
Ethan Cecchetti
Sitar Harel
Rachit Agarwal
Lorenzo Alvisi
Srinath Setty
Sebastian Angel
Trinabh Gupta
Jonathan Lee
Phitchaya Mangpo Phothilimthana
Ming Liu
Antoine Kaufmann
Simon Peter
Rastislav Bodik
Thomas Anderson
Cody Cutler
M. Frans Kaashoek
Robert T. Morris
Yunseong Lee
Alberto Scolari
Byung-Gon Chun
Marco Domenico Santambrogio
Markus Weimer
Matteo Interlandi
Muthukaruppan Annamalai
Kaushik Ravichandran
Harish Srinivas
Igor Zinkovsky
Luning Pan
Tony Savor
David Nagle
Michael Stumm
ASAP: Fast
Approximate Graph Pattern Mining at Scale
Anand Padmanabha Iyer
Zaoxing Liu
Xin Jin
Shivaram Venkataraman
Vladimir Braverman
Ion Stoica
Fault-Tolerance
Fast and Slow: Exploiting Failure Asynchrony in Distributed Systems
Ramnatthan Alagappan
Aishwarya Ganesan
Jing Liu
Andrea Arpaci-Dusseau
Remzi Arpaci-Dusseau
Helgi Sigurbjarnarson
Luke Nelson
Bruno Castro-Karney
James Bornholt
Emina Torlak
Xi Wang
Akshitha Sriraman
Thomas F. Wenisch
Hyunho Yeo
Youngmok Jung
Jaehong Kim
Jinwoo Shin
Dongsu Han
Ahmed Alquraan
Hatem Takruri
Mohammed Alfatafta
Samer Al-Kiswany
Aleksander Maricq
Dmitry Duplyakin
Ivo Jimenez
Carlos Maltzahn
Ryan Stutsman
Robert Ricci
Ana Klimovic
Yawen Wang
Patrick Stuedi
Animesh Trivedi
Jonas Pfefferle
Christos Kozyrakis
Tej Chajed
Frans Kaashoek
Butler Lampson
Nickolai Zeldovich
Atalay Ileri
Tej Chajed
Adam Chlipala
Frans Kaashoek
Nickolai Zeldovich
Stavros Volos
Kapil Vaswani
Rodrigo Bruno
Kai Wang
Zhiqiang Zuo
John Thorpe
Tien Quang Nguyen
Guoqing Harry Xu
Suli Yang
Jing Liu
Andrea C. Arpaci-Dusseau
Remzi H. Arpaci-Dusseau
Kiwan Maeng
Brandon Lucia
Henry Qin
Qian Li
Jacqueline Speiser
Peter Kraft
John Ousterhout
Three steps is all you need: fast
accurate
automatic scaling decisions for distributed streaming dataflows
Vasiliki Kalavri
John Liagouris
Moritz Hoffmann
Desislava Dimitrova
Matthew Forshaw
Timothy Roscoe
Radhesh Krishnan Konoth
Marco Oliverio
Andrei Tatar
Dennis Andriesse
Herbert Bos
Cristiano Giuffrida
Kaveh Razavi
Chinmay Kulkarni
Sara Moore
Mazhar Naqvi
Tian Zhang
Robert Ricci
Ryan Stutsman
Xingda Wei
Zhiyuan Dong
Rong Chen
Haibo Chen
Andrew Quinn
Jason Flinn
Michael Cafarella
Kshiteej Mahajan
Mosharaf Chowdhury
Aditya Akella
Shuchi Chawla
Noria: dynamic
partially-stateful data-flow for high-performance web applications
Jon Gjengset
Malte Schwarzkopf
Jonathan Behrens
Lara Timbó Araújo
Martin Ek
Eddie Kohler
M. Frans Kaashoek
Robert Morris
Gregory Essertel
Ruby Tahboub
James Decker
Kevin Brown
Kunle Olukotun
Tiark Rompf
Joshua Lockerman
Jose M. Faleiro
Juno Kim
Soham Sankaran
Daniel J. Abadi
James Aspnes
Siddhartha Sen
Mahesh Balakrishnan
Tianqi Chen
Thierry Moreau
Ziheng Jiang
Lianmin Zheng
Eddie Yan
Haichen Shen
Meghan Cowan
Leyuan Wang
Yuwei Hu
Luis Ceze
Carlos Guestrin
Arvind Krishnamurthy
Daniel S. Berger
Benjamin Berg
Timothy Zhu
Siddhartha Sen
Mor Harchol-Balter
Jayashree Mohan
Ashlie Martinez
Soujanya Ponnapalli
Pandian Raju
Vijay Chidambaram
Kevin Hsieh
Ganesh Ananthanarayanan
Peter Bodik
Shivaram Venkataraman
Paramvir Bahl
Matthai Philipose
Phillip B. Gibbons
Onur Mutlu
Kaushik Veeraraghavan
Justin Meza
Scott Michelson
Sankaralingam Panneerselvam
Alex Gyori
David Chou
Sonia Margulis
Daniel Obenshain
Shruti Padmanabha
Ashish Shah
Yee Jiun Song
Tianyin Xu
Pengfei Zuo
Yu Hua
Jie Wu
Weidong Cui
Xinyang Ge
Baris Kasikci
Ben Niu
Upamanyu Sharma
Ruoyu Wang
Insu Yun
Wencong Xiao
Romil Bhardwaj
Ramachandran Ramjee
Muthian Sivathanu
Nipun Kwatra
Zhenhua Han
Pratyush Patel
Xuan Peng
Hanyu Zhao
Quanlu Zhang
Fan Yang
Lidong Zhou
Jie Zhang
Miryeong Kwon
Donghyun Gouk
Sungjoon Koh
Changlim Lee
Mohammad Alian
Myoungjun Chun
Mahmut Taylan Kandemir
Nam Sung Kim
Jihong Kim
Myoungsoo Jung
Sharing
Protection
and Compatibility for Reconfigurable Fabric with AmorphOS
Ahmed Khawaja
Joshua Landgraf
Rohith Prakash
Michael Wei
Eric Schkufza
Christopher J. Rossbach
Dan Schatzberg
James Cadden
Han Dong
Orran Krieger
Jonathan Appavoo
Xu Zhao
Kirk Rodrigues
Yu Luo
Ding Yuan
Michael Stumm
Robert Grandl
Mosharaf Chowdhury
Aditya Akella
Ganesh Ananthanarayanan
Firmament: Fast
Centralized Cluster Scheduling at Scale
Ionel Gog
Malte Schwarzkopf
Adam Gleave
Robert N. M. Watson
Steven Hand
Robert Grandl
Srikanth Kandula
Sriram Rao
Aditya Akella
Janardhan Kulkarni
Helgi Sigurbjarnarson
James Bornholt
Emina Torlak
Xi Wang
Jialin Li
Ellis Michael
Naveen Kr. Sharma
Adriana Szekeres
Dan R. K. Ports
David Lazar
Nickolai Zeldovich
Peter X. Gao
Akshay Narayan
Sagar Karandikar
Joao Carreira
Sangjin Han
Rachit Agarwal
Sylvia Ratnasamy
Scott Shenker
Yunqi Zhang
George Prekas
Giovanni Matteo Fumarola
Marcus Fontoura
Inigo Goiri
Ricardo Bianchini
Mingxing Zhang
Yongwei Wu
Kang Chen
Xuehai Qian
Xue Li
Weimin Zheng
FaSST: Fast
Scalable and Simple Distributed Transactions with Two-Sided (RDMA) Datagram RPCs
Anuj Kalia
Michael Kaminsky
David G. Andersen
Joel Van Der Woude
Matthew Hicks
Khanh Nguyen
Lu Fang
Guoqing Xu
Brian Demsky
Shan Lu
Sanazsadat  Alamian
Onur Mutlu
Sebastian Angel
Srinath Setty
Diamond:  Automating Data Management and Storage for Wide-Area
Reactive Applications
Irene Zhang
Niel Lebeck
Pedro Fonseca
Brandon Holt
Raymond Cheng
Ariadna Norberg
Arvind Krishnamurthy
Henry M. Levy
Youngjin Kwon
Hangchen Yu
Simon Peter
Christopher J. Rossbach
Emmett Witchel
Aurojit Panda
Sangjin Han
Keon Jang
Melvin Walls
Sylvia Ratnasamy
Scott Shenker
Praveen Tammana
Rachit Agarwal
Myungjin Lee
Tyler Hunt
Zhiting Zhu
Yuanzhong Xu
Simon Peter
Emmett Witchel
Stefan Kaestle
Reto Achermann
Roni Haecki
Moritz Hoffmann
Sabela Ramos
Timothy Roscoe
Rachid Guerraoui
Matej Pavlovic
Dragos-Adrian Seredinschi
Ramnatthan Alagappan
Aishwarya Ganesan
Yuvraj Patel
Thanumalayan Sankaranarayana Pillai
Andrea C. Arpaci-Dusseau
Remzi H.  Arpaci-Dusseau
Barry Porter
Matthew Grieves
Roberto Rodrigues Filho
David Leslie
Raajay Viswanathan
Ganesh Ananthanarayanan
Aditya Akella
Kaushik Veeraraghavan
Justin Meza
David Chou
Wonho Kim
Sonia Margulis
Scott Michelson
Rajesh Nishtala
Daniel Obenshain
Dmitri Perelman
Yee Jiun Song
Seyed K. Fayaz
Tushar Sharma
Ari Fogel
Ratul Mahajan
Todd Millstein
Vyas Sekar
George Varghese
Tianyin Xu
Xinxin Jin
Peng Huang
Yuanyuan Zhou
Shan Lu
Long Jin
Shankar Pasupathy
Shuai Mu
Lamont Nelson
Wyatt Lloyd
Jinyang Li
Don’t Get Caught in the Cold
Warm-up Your JVM: Understand and Eliminate JVM Warm-up Overhead in Data-Parallel Systems
David Lion
Adrian Chiu
Hailong Sun
Xin Zhuang
Nikola Grcevski
Ding Yuan
Haonan Lu
Christopher Hodsdon
Khiem Ngo
Shuai Mu
Wyatt Lloyd
Shengyun Liu
Paolo Viotti
Christian Cachin
Vivien Quéma
Marko Vukolić
Xiaowei Zhu
Wenguang Chen
Weimin Zheng
Xiaosong Ma
Matthew Curtis-Maury
Vinay Devadas
Vania Fang
Aditya Kulkarni
Atul Adya
Daniel Myers
Jon Howell
Jeremy Elson
Colin Meek
Vishesh Khemani
Stefan Fulger
Pan Gu
Lakshminath Bhuvanagiri
Jason Hunter
Roberto Peon
Larry Kai
Alexander Shraer
Arif Merchant
Kfir Lev-Ari
Sangeetha Abdu Jyothi
Carlo Curino
Ishai Menache
Shravan Matthur Narayanamurthy
Alexey Tumanov
Jonathan Yaniv
Ruslan Mavlyutov
Inigo Goiri
Subru Krishnan
Janardhan Kulkarni
Sriram Rao
Michael Chow
Kaushik Veeraraghavan
Michael Cafarella
Jason Flinn
James Litton
Anjo Vahldiek-Oberwagner
Eslam Elnikety
Deepak Garg
Bobby Bhattacharjee
Peter Druschel
Andrew Quinn
David Devecsery
Peter M. Chen
Jason Flinn
Ronghui Gu
Zhong Shao
Hao Chen
Xiongnan (Newman) Wu
Jieung Kim
Vilhelm Sjöberg
David Costanzo
Srinath Setty
Chunzhi Su
Jacob R. Lorch
Lidong Zhou
Hao Chen
Parveen Patel
Jinglei Ren
EC-Cache: Load-Balanced
Low-Latency Cluster Caching with Online Erasure Coding
K. V. Rashmi
Mosharaf Chowdhury
Jack Kosaian
Ion Stoica
Kannan Ramchandran
Jiaxin Shi
Youyang Yao
Rong Chen
Haibo Chen
Feifei Li
Antonis Papadimitriou
Ranjita Bhagwan
Nishanth Chandran
Ramachandran Ramjee
Andreas Haeberlen
Harmeet Singh
Abhishek Modi
Saikrishna Badrinarayanan
David Williams-King
Graham Gobieski
Kent Williams-King
James P. Blake
Xinhao Yuan
Patrick Colp
Michelle Zheng
Vasileios P. Kemerlis
Junfeng Yang
William Aiello
Martin Abadi
Paul Barham
Jianmin Chen
Zhifeng Chen
Andy Davis
Jeffrey Dean
Matthieu Devin
Sanjay Ghemawat
Geoffrey Irving
Michael Isard
Manjunath Kudlur
Josh Levenberg
Rajat Monga
Sherry Moore
Derek G. Murray
Benoit Steiner
Paul Tucker
Vijay Vasudevan
Pete Warden
Martin Wicke
Yuan Yu
Xiaoqiang Zheng
Sergei Arnautov
Bohdan Trach
Franz Gregor
Thomas Knauth
Andre Martin
Christian Priebe
Joshua Lind
Divya Muthukumaran
Dan O'Keeffe
Mark L. Stillwell
David Goltzsche
Dave Eyers
Rüdiger Kapitza
Peter Pietzuch
Christof Fetzer
Leonid Ryzhyk
Adam Walker
John Keys
Alexander Legg
Arun Raghunath
Michael Stumm
Mona Vij
Mu Li
David G. Andersen
Jun Woo Park
Alexander J. Smola
Amr Ahmed
Vanja Josifovski
James Long
Eugene J. Shekita
Bor-Yiing Su
Julian Bangert
Nickolai Zeldovich
Xu Zhao
Yongle Zhang
David Lion
Muhammad Faizan Ullah
Yu Luo
Ding Yuan
Michael Stumm
Stefan C. Müller
Gustavo Alonso
Adam Amara
André Csillaghy
Wenting Zheng
Stephen Tu
Eddie Kohler
Barbara Liskov
Chao Xie
Chunzhi Su
Manos Kapritsos
Yang Wang
Navid Yaghmazadeh
Lorenzo Alvisi
Prince Mahajan
Haogang Chen
Taesoo Kim
Xi Wang
Nickolai Zeldovich
M. Frans Kaashoek
Trishul Chilimbi
Yutaka Suzue
Johnson Apacible
Karthik Kalyanaraman
Jake Wires
Stephen Ingram
Zachary Drudi
Nicholas J. A. Harvey
Andrew Warfield
Masoud Saeida Ardekani
Douglas B. Terry
Simon Peter
Jialin Li
Irene Zhang
Dan R. K. Ports
Doug Woos
Arvind Krishnamurthy
Thomas Anderson
Timothy Roscoe
David Devecsery
Michael Chow
Xianzheng Dou
Jason Flinn
Peter M. Chen
Ang Chen
W. Brad Moore
Hanjun Xiao
Andreas Haeberlen
Linh Thi Xuan Phan
Micah Sherr
Wenchao Zhou
Joseph E. Gonzalez
Reynold S. Xin
Ankur Dave
Daniel Crankshaw
Michael J.  Franklin
Ion Stoica
Shuai Mu
Yang Cui
Yang Zhang
Wyatt Lloyd
Jinyang Li
Neha Narula
Cody Cutler
Eddie Kohler
Robert Morris
Pedro Fonseca
Rodrigo Rodrigues
Björn B. Brandenburg
Thanumalayan Sankaranarayana Pillai
Vijay Chidambaram
Ramnatthan Alagappan
Samer Al-Kiswany
Andrea C. Arpaci-Dusseau
Remzi H. Arpaci-Dusseau
Mai Zheng
Joseph Tucek
Dachuan Huang
Feng Qin
Mark Lillibridge
Elizabeth S. Yang
Bill W Zhao
Shashank Singh
Subramanian Muralidhar
Wyatt Lloyd
Sabyasachi Roy
Cory Hill
Ernest Lin
Weiwen Liu
Satadru Pan
Shiva Shankar
Viswanath Sivakumar
Linpeng Tang
Sanjeev Kumar
Tanakorn Leesatapornwongsa
Mingzhe Hao
Pallavi Joshi
Jeffrey F. Lukman
Haryadi S. Gunawi
Shobana Balakrishnan
Richard Black
Austin Donnelly
Paul England
Adam Glass
Dave Harper
Sergey Legtchenko
Aaron Ogus
Eric Peterson
Antony Rowstron
Edmund B. Nightingale
Jeremy Elson
Jinliang Fan
Owen Hofmann
Jon Howell
Yutaka Suzue
Aapo Kyrola
Guy Blelloch
Carlos Guestrin
Joseph E. Gonzalez
Yucheng Low
Haijie Gu
Danny Bickson
Carlos Guestrin
Daniel B. Giffin
Amit Levy
Deian Stefan
David Terei
David Mazières
John C. Mitchell
Alejandro Russo
Alan M. Dunn
Michael Z. Lee
Suman Jana
Sangman Kim
Mark Silberstein
Yuanzhong Xu
Vitaly Shmatikov
Emmett Witchel
Yang Tang
Phillip Ames
Sravan Bhamidipati
Ashish Bijlani
Roxana Geambasu
Nikhil Sarda
Lenin Ravindranath
Jitendra Padhye
Sharad Agarwal
Ratul Mahajan
Ian Obermiller
Shahin Shayandeh
Sangjin Han
Scott Marshall
Byung-Gon Chun
Sylvia Ratnasamy
Arjun Narayan
Andreas Haeberlen
Xi Wang
Haogang Chen
Zhihao Jia
Nickolai Zeldovich
M. Frans Kaashoek
Taesoo Kim
Ramesh Chandra
Nickolai Zeldovich
Guoliang Jin
Wei Zhang
Dongdong Deng
Manos Kapritsos
Yang Wang
Vivien Quema
Allen Clement
Lorenzo Alvisi
Mike Dahlin
Matthew J. Renzelmann
Asim Kadav
Michael M. Swift
Mona Attariyan
MIchael Chow
Jason Flinn
Ramakrishna Kotla
Tom Rodeheffer
Indrajit Roy
Patrick Stuedi
Benjamin Wester
Adam Belay
Andrea Bittau
Ali Mashtizadeh
David Terei
David Mazières
Christos Kozyrakis
Mark S. Gordon
D. Anoushe Jamshidi
Scott Mahlke
Z. Morley Mao
Xu Chen
Zhenyu Guo
Xuepeng Fan
Rishan Chen
Jiaxing Zhang
Hucheng Zhou
Sean McDirmid
Chang Liu
Wei Lin
Jingren Zhou
Lidong Zhou
David Isaac Wolinsky
Henry Corrigan-Gibbs
Bryan Ford
Aaron Johnson
Making Geo-Replicated Systems Fast as Possible
Consistent when Necessary
Cheng Li
Daniel Porto
Allen Clement
Johannes Gehrke
Nuno Preguiça
Rodrigo Rodrigues
Ding Yuan
Soyeon Park
Peng Huang
Yang Liu
Michael M. Lee
Xiaoming Tang
Yuanyuan Zhou
Stefan Savage
David Shue
Michael J. Freedman
Anees Shaikh
Nate Kushman
Dina Katabi
James C. Corbett
Jeffrey Dean
Michael Epstein
Andrew Fikes
Christopher Frost
JJ Furman
Sanjay Ghemawat
Andrey Gubarev
Christopher Heiser
Peter Hochschild
Wilson Hsieh
Sebastian Kanthak
Eugene Kogan
Hongyi Li
Alexander Lloyd
Sergey Melnik
David Mwaura
David Nagle
Sean Quinlan
Rajesh Rao
Lindsay Rolig
Yasushi Saito
Michal Szymaniak
Christopher Taylor
Ruth Wang
Dale Woodford
Lucian Popa
Norbert Egi
Sylvia Ratnasamy
Ion Stoica
Maya Haridasan
Iqbal Mohomed
Doug Terry
Li Zhang
Ajay Gulati
Arif Merchant
Peter J. Varman
Andreas Haeberlen
Paarijaat Aditya
Rodrigo Rodrigues
Peter Druschel
Jingyue Wu
Heming Cui
Junfeng Yang
John Erickson
Madanlal Musuvathi
Sebastian Burckhardt
Kirk Olynyk
Weiwei Xiong
Soyeon Park
Jiaqi Zhang
Yuanyuan Zhou
Zhiqiang Ma
Tom Bergan
Nicholas Hunt
Luis Ceze
Steven D. Gribble
Amittai Aviram
Shu-Chun Weng
Sen Hu
Bryan Ford
Mona Attariyan
Jason Flinn
Dan R.K. Ports
Irene Zhang
Samuel Madden
Barbara Liskov
Piccolo: Building Fast
Distributed Programs with Partitioned Tables
Russell Power
Jinyang Li
Roxana Geambasu
Amit A. Levy
Tadayoshi Kohno
Arvind Krishnamurthy
Henry M. Levy
Ariel J. Feldman
William P. Zeller
Michael J. Freedman
Edward W. Felten
Livio Soares
Michael Stumm
Doug Beaver
Sanjeev Kumar
Harry C. Li
Jason Sobel
Peter Vajgel
Taesoo Kim
Xi Wang
Nickolai Zeldovich
M. Frans Kaashoek
Daniel Peng
Frank Dabek
Ganesh Ananthanarayanan
Srikanth Kandula
Albert Greenberg
Ion Stoica
Yi Lu
Bikas Saha
Edward Harris
Shuo Tang
Haohui Mai
Samuel T. King
Pradeep Kumar Gunda
Lenin Ravindranath
Chandramohan A. Thekkath
Yuan Yu
Li Zhuang
Rob Sherwood
Glen Gibb
Kok-Kiong Yap
Guido Appenzeller
Nick McKeown
Guru Parulkar
William Enck
Peter Gilbert
Byung-gon Chun
Landon P. Cox
Jaeyeon Jung
Patrick McDaniel
Anmol N. Sheth
Timothy Broomhead
Laurence Cremean
Julien Ridoux
Darryl Veitch
Prince Mahajan
Srinath Setty
Sangmin Lee
Allen Clement
Lorenzo Alvisi
Mike Dahlin
Michael Walfish
Silas Boyd-Wickizer
Austin T. Clements
Yandong Mao
Aleksey Pesterev
